% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-6,211100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +6,259894890e+06 +6,259894890e+06 +6,259273780e+06 +6,259273780e+06 -4,7372e+00 +4,6720e+00 -7,2006e-01
4 0 +1,528856999e+06 +1,528856999e+06 +1,528235889e+06 +1,528235889e+06 +4,9720e-01 +1,5584e+00 -7,9462e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-2,548200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +5,862547647e+07 +5,862547647e+07 +5,862522165e+07 +5,862522165e+07 -3,2784e+00 +4,9897e+00 -3,6370e+00
2 0 +1,894477684e+07 +1,894477684e+07 +1,894452202e+07 +1,894452202e+07 +4,5545e+00 -2,3333e+00 -4,7377e+00
4 0 +2,709037079e+06 +2,709037079e+06 +2,708782259e+06 +2,708782259e+06 +2,6115e+00 -3,6514e+00 -1,6205e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (5,661000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +3,867578414e+09 +3,867578414e+09 +3,867578470e+09 +3,867578470e+09 +4,3672e+00 +2,2542e+00 +8,7642e-01
3 0 +7,858448676e+07 +7,858448676e+07 +7,858454337e+07 +7,858454337e+07 -2,6519e+00 +1,7238e+00 -2,9319e+00
4 0 +4,527578317e+07 +4,527578317e+07 +4,527583978e+07 +4,527583978e+07 +9,9563e-01 -2,8937e+00 -2,6386e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1,810000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2,830972477e+07 +2,830972477e+07 +2,830970667e+07 +2,830970667e+07 +1,3399e+00 -1,4733e+00 +3,6926e+00
6 0 +2,526789556e+07 +2,526789556e+07 +2,526787746e+07 +2,526787746e+07 -3,1253e+00 +4,7715e+00 +2,2518e+00
