% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1,000000000000e+03) | measured fitness | best measured fitness | x1 | x2...
1 0 +4,186529970e+03 +4,186529970e+03 +5,186529970e+03 +5,186529970e+03
3 0 +3,909984358e+03 +3,909984358e+03 +4,909984358e+03 +4,909984358e+03
7 0 +3,503366399e+03 +3,503366399e+03 +4,503366399e+03 +4,503366399e+03
8 0 +2,868122070e+03 +2,868122070e+03 +3,868122070e+03 +3,868122070e+03
11 0 +1,852274311e+03 +1,852274311e+03 +2,852274311e+03 +2,852274311e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7,003000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +4,860138370e+03 +4,860138370e+03 +4,930168370e+03 +4,930168370e+03
5 0 +3,488826289e+03 +3,488826289e+03 +3,558856289e+03 +3,558856289e+03
10 0 +3,070624303e+03 +3,070624303e+03 +3,140654303e+03 +3,140654303e+03
15 0 +2,446215493e+03 +2,446215493e+03 +2,516245493e+03 +2,516245493e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4,822000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +3,247733452e+03 +3,247733452e+03 +3,199513452e+03 +3,199513452e+03
3 0 +2,845772892e+03 +2,845772892e+03 +2,797552892e+03 +2,797552892e+03
6 0 +2,278711809e+03 +2,278711809e+03 +2,230491809e+03 +2,230491809e+03
8 0 +2,207678480e+03 +2,207678480e+03 +2,159458480e+03 +2,159458480e+03
69 0 +2,070351914e+03 +2,070351914e+03 +2,022131914e+03 +2,022131914e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (2,547000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +3,615269640e+03 +3,615269640e+03 +3,640739640e+03 +3,640739640e+03
4 0 +2,249667862e+03 +2,249667862e+03 +2,275137862e+03 +2,275137862e+03
61 0 +1,632848146e+03 +1,632848146e+03 +1,658318146e+03 +1,658318146e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1,008100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +6,805897532e+03 +6,805897532e+03 +6,705087532e+03 +6,705087532e+03
2 0 +6,086839426e+03 +6,086839426e+03 +5,986029426e+03 +5,986029426e+03
4 0 +3,625784673e+03 +3,625784673e+03 +3,524974673e+03 +3,524974673e+03
7 0 +3,539909615e+03 +3,539909615e+03 +3,439099615e+03 +3,439099615e+03
