% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1,694000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +5,864875456e+01 +5,864875456e+01 +4,170875456e+01 +4,170875456e+01
3 0 +2,161013915e+01 +2,161013915e+01 +4,670139149e+00 +4,670139149e+00
20 0 +1,931846353e+01 +1,931846353e+01 +2,378463534e+00 +2,378463534e+00
23 0 +1,846095628e+01 +1,846095628e+01 +1,520956281e+00 +1,520956281e+00
48 0 +1,807980698e+01 +1,807980698e+01 +1,139806980e+00 +1,139806980e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1,881000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1,254045362e+02 +1,254045362e+02 +1,442145362e+02 +1,442145362e+02
2 0 +3,369287689e+01 +3,369287689e+01 +5,250287689e+01 +5,250287689e+01
5 0 +3,119864711e+01 +3,119864711e+01 +5,000864711e+01 +5,000864711e+01
22 0 +2,721991042e+01 +2,721991042e+01 +4,602991042e+01 +4,602991042e+01
28 0 +2,481480675e+01 +2,481480675e+01 +4,362480675e+01 +4,362480675e+01
39 0 +2,206794332e+01 +2,206794332e+01 +4,087794332e+01 +4,087794332e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (2,731500000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +6,859233863e+01 +6,859233863e+01 +3,417423386e+02 +3,417423386e+02
4 0 +3,213704045e+01 +3,213704045e+01 +3,052870405e+02 +3,052870405e+02
15 0 +2,113491042e+01 +2,113491042e+01 +2,942849104e+02 +2,942849104e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3,718000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6,277766754e+01 +6,277766754e+01 +9,995766754e+01 +9,995766754e+01
2 0 +4,228905073e+01 +4,228905073e+01 +7,946905073e+01 +7,946905073e+01
3 0 +3,349485117e+01 +3,349485117e+01 +7,067485117e+01 +7,067485117e+01
4 0 +2,343635259e+01 +2,343635259e+01 +6,061635259e+01 +6,061635259e+01
8 0 +1,866764919e+01 +1,866764919e+01 +5,584764919e+01 +5,584764919e+01
41 0 +1,731670193e+01 +1,731670193e+01 +5,449670193e+01 +5,449670193e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1,479000000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +9,850815360e+01 +9,850815360e+01 -4,939184640e+01 -4,939184640e+01
2 0 +2,345709875e+01 +2,345709875e+01 -1,244429013e+02 -1,244429013e+02
14 0 +2,191931088e+01 +2,191931088e+01 -1,259806891e+02 -1,259806891e+02
36 0 +1,762150975e+01 +1,762150975e+01 -1,302784902e+02 -1,302784902e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (4,817100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1,039210960e+02 +1,039210960e+02 +5,856310960e+02 +5,856310960e+02
2 0 +7,475411498e+01 +7,475411498e+01 +5,564641150e+02 +5,564641150e+02
4 0 +5,339077039e+01 +5,339077039e+01 +5,351007704e+02 +5,351007704e+02
8 0 +4,838882213e+01 +4,838882213e+01 +5,300988221e+02 +5,300988221e+02
14 0 +2,888191707e+01 +2,888191707e+01 +5,105919171e+02 +5,105919171e+02
23 0 +2,479965030e+01 +2,479965030e+01 +5,065096503e+02 +5,065096503e+02
27 0 +2,129071336e+01 +2,129071336e+01 +5,030007134e+02 +5,030007134e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3,646000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +4,959907878e+01 +4,959907878e+01 +1,313907878e+01 +1,313907878e+01
2 0 +3,437890607e+01 +3,437890607e+01 -2,081093933e+00 -2,081093933e+00
4 0 +2,415321144e+01 +2,415321144e+01 -1,230678856e+01 -1,230678856e+01
