% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5,465000000000e+02) | measured fitness | best measured fitness | x1 | x2...
4 0 +3,063531745e+03 +3,063531745e+03 +2,814841745e+03 +2,814841745e+03 +4,6854e+00 -2,6099e+00 -1,3161e+00 +2,7134e+00 -1,6154e+00
8 0 +2,725533374e+03 +2,725533374e+03 +2,476843374e+03 +2,476843374e+03 -4,0838e+00 -1,6076e+00 +3,6162e+00 +3,6934e-01 -2,3283e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-6,786000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6,749621025e+04 +6,749621025e+04 +6,742835025e+04 +6,742835025e+04 -2,0663e+00 -3,9759e+00 +2,4041e+00 -2,7368e+00 +1,4799e+00
2 0 +1,038468576e+04 +1,038468576e+04 +1,031682576e+04 +1,031682576e+04 +3,4874e+00 +3,5834e+00 -3,1232e+00 +2,4582e-01 -2,8584e+00
8 0 +5,688368966e+03 +5,688368966e+03 +5,620508966e+03 +5,620508966e+03 +9,1695e-01 +4,1679e+00 +3,1003e+00 +2,4303e+00 -2,9362e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-2,329000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +5,696088670e+04 +5,696088670e+04 +5,693759670e+04 +5,693759670e+04 -1,7189e+00 -1,1162e+00 -4,2533e+00 -1,4357e+00 +1,9177e+00
2 0 +2,594683432e+04 +2,594683432e+04 +2,592354432e+04 +2,592354432e+04 -4,9377e-01 -3,9799e+00 +8,7540e-01 -3,2154e+00 -4,0342e+00
7 0 +2,391995498e+03 +2,391995498e+03 +2,368705498e+03 +2,368705498e+03 +2,8178e-01 -2,7151e+00 +5,7653e-01 -1,6189e+00 -1,5554e+00
10 0 +5,190973716e+02 +5,190973716e+02 +4,958073716e+02 +4,958073716e+02 -3,3336e+00 +3,2811e+00 +4,8006e-01 -2,0741e+00 -2,4810e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1,028000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +3,810907332e+04 +3,810907332e+04 +3,809879332e+04 +3,809879332e+04 -5,1340e-01 +1,6590e+00 -3,0155e-01 -4,5037e+00 +2,7850e+00
3 0 +1,022018057e+04 +1,022018057e+04 +1,020990057e+04 +1,020990057e+04 -7,1533e-01 -2,0290e-01 +2,0701e+00 -1,0492e-01 +4,4856e-01
4 0 +1,002865427e+03 +1,002865427e+03 +9,925854270e+02 +9,925854270e+02 -3,5748e-01 -1,9179e+00 +3,3216e+00 -6,5766e-01 -2,3803e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1,799700000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +6,334116063e+04 +6,334116063e+04 +6,352113063e+04 +6,352113063e+04 -1,3357e+00 +2,5735e+00 -1,5299e+00 +8,3483e-01 -2,9749e+00
2 0 +3,167581286e+04 +3,167581286e+04 +3,185578286e+04 +3,185578286e+04 -1,8294e+00 -2,3976e+00 -2,0947e+00 +2,6035e-01 +4,8859e+00
3 0 +8,254582003e+03 +8,254582003e+03 +8,434552003e+03 +8,434552003e+03 -2,4449e+00 -1,3038e-01 +2,4949e-01 -1,1595e+00 +3,5639e+00
6 0 +2,067323943e+03 +2,067323943e+03 +2,247293943e+03 +2,247293943e+03 +4,7658e+00 +3,8889e-01 +2,8448e+00 +1,8166e-01 +2,5737e+00
8 0 +5,994126535e+02 +5,994126535e+02 +7,793826535e+02 +7,793826535e+02 -1,9824e+00 +2,6890e+00 -5,0530e-01 +1,1085e+00 +2,8492e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (8,376000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +8,017101033e+03 +8,017101033e+03 +8,100861033e+03 +8,100861033e+03 +1,2923e+00 -2,6337e+00 +1,8064e+00 -2,6763e+00 +5,5776e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3,890100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +4,920042486e+04 +4,920042486e+04 +4,881141486e+04 +4,881141486e+04 -4,2409e+00 -1,5258e+00 -4,7481e+00 +6,3948e-01 +1,8817e+00
3 0 +1,528818844e+04 +1,528818844e+04 +1,489917844e+04 +1,489917844e+04 -1,1271e-01 -3,5466e+00 +2,9358e+00 -3,2417e+00 -3,4835e+00
5 0 +4,409436734e+03 +4,409436734e+03 +4,020426734e+03 +4,020426734e+03 +1,4774e+00 -3,3418e+00 -3,3050e+00 +3,6635e-01 -3,5873e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1,455800000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +2,865796163e+05 +2,865796163e+05 +2,864340363e+05 +2,864340363e+05 -9,2321e-01 -2,6261e+00 -4,3522e+00 +4,1255e+00 +4,6953e+00
2 0 +4,132170707e+04 +4,132170707e+04 +4,117612707e+04 +4,117612707e+04 -4,1838e+00 +2,4718e+00 +3,6522e+00 -1,8637e+00 +2,2482e+00
3 0 +3,373976073e+04 +3,373976073e+04 +3,359418073e+04 +3,359418073e+04 +3,0908e+00 -2,9196e+00 +4,9279e+00 +2,4686e+00 +1,3764e-01
6 0 +7,488738343e+03 +7,488738343e+03 +7,343158343e+03 +7,343158343e+03 -3,7643e+00 -3,5064e+00 -8,4753e-01 -1,7140e+00 +5,6204e-01
8 0 +1,052042575e+03 +1,052042575e+03 +9,064625752e+02 +9,064625752e+02 +1,6581e+00 -3,6325e+00 +2,2962e+00 -9,0567e-01 -1,7568e+00
