% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7,135000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +7,854364614e+01 +7,854364614e+01 +1,498936461e+02 +1,498936461e+02
5 0 +6,243807975e+01 +6,243807975e+01 +1,337880797e+02 +1,337880797e+02
15 0 +5,839405632e+01 +5,839405632e+01 +1,297440563e+02 +1,297440563e+02
26 0 +5,162160924e+01 +5,162160924e+01 +1,229716092e+02 +1,229716092e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3,552200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +9,209796602e+01 +9,209796602e+01 -2,631220340e+02 -2,631220340e+02
2 0 +6,818270003e+01 +6,818270003e+01 -2,870373000e+02 -2,870373000e+02
3 0 +4,239827329e+01 +4,239827329e+01 -3,128217267e+02 -3,128217267e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (9,917000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +7,153252652e+01 +7,153252652e+01 +1,707025265e+02 +1,707025265e+02
3 0 +7,061189676e+01 +7,061189676e+01 +1,697818968e+02 +1,697818968e+02
5 0 +6,129269690e+01 +6,129269690e+01 +1,604626969e+02 +1,604626969e+02
6 0 +5,322580766e+01 +5,322580766e+01 +1,523958077e+02 +1,523958077e+02
28 0 +4,283823592e+01 +4,283823592e+01 +1,420082359e+02 +1,420082359e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5,179100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7,930679732e+01 +7,930679732e+01 -4,386032027e+02 -4,386032027e+02
2 0 +6,637591669e+01 +6,637591669e+01 -4,515340833e+02 -4,515340833e+02
8 0 +6,050171615e+01 +6,050171615e+01 -4,574082838e+02 -4,574082838e+02
28 0 +5,595333248e+01 +5,595333248e+01 -4,619566675e+02 -4,619566675e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5,721000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +8,044452780e+01 +8,044452780e+01 +2,323452780e+01 +2,323452780e+01
4 0 +6,310196996e+01 +6,310196996e+01 +5,891969962e+00 +5,891969962e+00
